,timestamp,open,close,volume,trades,bsk,ewm8,ewm13,ewm21,ewm55,StotchRSI
18,2017-09-04,4505.0,4100.11,1394.6446,9317,1,4431.3905,4413.1795,4376.8776,4320.179,
19,2017-09-05,4106.97,4366.47,1228.9382,10084,0,4416.9637,4406.5067,4375.9315,4321.8323,
20,2017-09-06,4366.49,4619.77,807.3637,7956,0,4462.0318,4436.9729,4398.0986,4332.4729,
21,2017-09-07,4619.77,4691.61,500.43,3070,2,4513.0492,4473.3496,4424.7815,4345.2992,
22,2017-09-08,4691.66,4282.8,1132.255,4733,0,4461.8827,4446.1283,4411.8741,4343.0671,
23,2017-09-09,4282.8,4258.81,658.783,3777,0,4416.7554,4419.3685,4397.9591,4340.0579,
24,2017-09-10,4258.81,4130.37,660.3733,3435,0,4353.1142,4378.083,4373.6329,4332.5691,
25,2017-09-11,4153.62,4208.47,699.9891,4228,0,4320.9711,4353.8526,4358.6181,4328.137,
26,2017-09-12,4208.6,4163.72,879.6303,6501,0,4286.0264,4326.6908,4340.9001,4322.2649,
27,2017-09-13,4159.72,3944.69,913.4625,5019,0,4210.1738,4272.1192,4304.881,4308.7801,0.0
28,2017-09-14,3944.0,3189.02,1665.0215,9066,1,3983.2508,4117.3908,4203.4391,4268.7887,0.0
29,2017-09-15,3188.01,3700.0,1968.8665,10445,0,3920.3062,4057.7635,4157.6719,4248.4748,0.4209
30,2017-09-16,3674.01,3714.95,1297.564,8809,0,3874.6715,4008.7902,4117.4244,4229.4203,0.4318
31,2017-09-17,3685.23,3699.99,682.1712,6355,0,3835.8534,3964.6759,4079.4758,4210.5121,0.4237
32,2017-09-18,3690.0,4035.01,1030.0065,8220,2,3880.1104,3974.7236,4075.4335,4204.2442,0.6695
33,2017-09-19,4060.0,3910.04,902.3321,7342,0,3886.7614,3965.4831,4060.3977,4193.7369,0.5924
34,2017-09-20,3910.04,3900.0,720.9351,7231,0,3889.7033,3956.1284,4045.8161,4183.2463,0.5861
35,2017-09-21,3889.99,3609.99,1001.6541,8714,0,3827.5448,3906.68,4006.1956,4162.7728,0.6156
