,timestamp,open,close,volume,trades,bsk,ewm8,ewm13,ewm21,ewm55,StotchRSI
27,2017-08-19 10:00:00.000,4054.0,3957.6,54.065414,321,1,4072.28883459595,4115.762813553435,4164.442808720213,4245.32482083236,0.24678168537970085
28,2017-08-19 12:00:00.000,3945.12,4039.84,34.936648,227,0,4065.0779824635165,4104.916697331516,4153.115280654739,4237.986077231205,0.5263922156203591
29,2017-08-19 14:00:00.000,4066.0,3972.05,12.57893,93,0,4044.4050974716242,4085.935740569871,4136.654800595217,4228.488360187233,0.4694378826397582
30,2017-08-19 16:00:00.000,4036.19,4027.37,7.153725,64,0,4040.619520255708,4077.569206202747,4126.719818722924,4221.305561609118,0.8937189517608852
31,2017-08-19 18:00:00.000,4013.69,4076.12,18.771331,97,0,4048.5085157544395,4077.362176745212,4122.119835202659,4216.120362980221,1.0
32,2017-08-19 20:00:00.000,4088.71,4074.23,6.939764,69,0,4054.224401142342,4076.9147229244677,4117.766213820599,4211.052850016642,0.9932839097374863
33,2017-08-19 22:00:00.000,4090.0,4139.98,2.410796,44,0,4073.281200888488,4085.9240482209725,4119.7856489278165,4208.514533944619,1.0
34,2017-08-20 00:00:00.000,4120.98,4082.53,3.405075,48,0,4075.336489579935,4085.4391841894053,4116.398771752561,4204.01508630374,0.7612788449952331
35,2017-08-20 02:00:00.000,4096.33,4094.62,3.206208,31,0,4079.621714117727,4086.7507293052045,4114.418883411418,4200.108118935749,0.8186507222410354
36,2017-08-20 04:00:00.000,4094.62,4117.41,11.552299,106,0,4088.0191109804546,4091.130625118747,4114.69080310129,4197.154614688045,0.929394188509602
37,2017-08-20 06:00:00.000,4117.41,4155.87,17.051611,169,0,4103.097086318132,4100.37910724464,4118.434366455718,4195.680164163472,1.0
38,2017-08-20 08:00:00.000,4155.87,4155.0,17.791396,151,0,4114.631067136324,4108.182091923978,4121.7585149597435,4194.2273011576335,0.9959464441500636
39,2017-08-20 10:00:00.000,4140.0,4106.53,18.228547,117,0,4112.8308299949185,4107.946078791982,4120.374104508858,4191.095254687718,0.7715640855202384
